customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,tenure-rounded,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,start_date,avg_mon_charges,avg_rounded,Contract_type,Phone_service,Internet_service
4067-HLYQI,Female,0,No,No,1,2,0,Bank transfer (automatic),70.4,2406.1,No,34.17755682,34.18,TRUE,FALSE,TRUE,TRUE,TRUE,0,2017-10-31,70.39,70.40,Month-to-Month,One Line,Fiber Optic
4070-OKWVH,Female,0,Yes,No,2,2,0,Bank transfer (automatic),94.6,5025.8,No,53.12684989,53.13,TRUE,FALSE,TRUE,TRUE,TRUE,1,2016-03-31,94.59,94.60,Month-to-Month,Two or More Lines,Fiber Optic
4072-IPYLT,Female,0,Yes,Yes,1,1,0,Credit card (automatic),51.05,1815,No,35.55337904,35.55,TRUE,FALSE,TRUE,TRUE,TRUE,3,2017-09-30,51.05,51.10,Month-to-Month,One Line,DSL
4074-SJFFA,Female,0,No,No,1,1,0,Mailed check,54.75,54.75,Yes,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,2020-07-31,54.75,54.80,Month-to-Month,One Line,DSL
4075-JFPGR,Female,0,Yes,No,1,2,1,Electronic check,93.5,4619.55,No,49.40695187,49.41,TRUE,FALSE,TRUE,TRUE,TRUE,1,2016-07-31,93.49,93.50,1 Year,One Line,Fiber Optic
4075-WKNIU,Female,0,Yes,Yes,2,1,2,Mailed check,73.35,,No,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,3,2020-08-31,#DIV/0!,#DIV/0!,2 Year,Two or More Lines,DSL
4077-CROMM,Female,0,Yes,Yes,2,2,0,Electronic check,104.2,3243.45,Yes,31.12715931,31.13,TRUE,TRUE,TRUE,TRUE,TRUE,3,2018-01-31,104.19,104.20,Month-to-Month,Two or More Lines,Fiber Optic
4077-HWUYD,Male,0,Yes,Yes,2,1,2,Bank transfer (automatic),87.55,6463.15,No,73.82238721,73.82,FALSE,FALSE,TRUE,TRUE,TRUE,3,2014-07-31,87.55,87.60,2 Year,Two or More Lines,DSL
4078-SAYYN,Female,0,No,No,2,2,0,Electronic check,100.75,1129.75,Yes,11.2133995,11.21,TRUE,TRUE,TRUE,TRUE,TRUE,0,2019-09-30,100.78,100.80,Month-to-Month,Two or More Lines,Fiber Optic
4079-ULGFR,Male,0,No,No,1,0,0,Mailed check,20,275.7,No,13.785,13.79,FALSE,FALSE,TRUE,FALSE,TRUE,0,2019-07-31,19.99,20.00,Month-to-Month,One Line,No Internet Service
4079-VTGLK,Male,1,Yes,No,2,1,2,Electronic check,74.85,2181.75,No,29.14829659,29.15,FALSE,FALSE,TRUE,TRUE,FALSE,1,2018-03-31,74.85,74.80,2 Year,Two or More Lines,DSL
4079-WWQQQ,Male,0,No,No,0,1,2,Bank transfer (automatic),65.55,4807.45,No,73.34019832,73.34,FALSE,FALSE,FALSE,TRUE,FALSE,0,2014-07-31,65.55,65.60,2 Year,No Phone Service,DSL
4080-IIARD,Female,0,Yes,No,2,1,0,Electronic check,76.2,981.45,No,12.87992126,12.88,TRUE,FALSE,TRUE,TRUE,TRUE,1,2019-08-31,76.20,76.20,Month-to-Month,Two or More Lines,DSL
4080-OGPJL,Female,0,No,No,2,1,0,Electronic check,71.15,563.65,Yes,7.921995784,7.92,TRUE,TRUE,TRUE,TRUE,FALSE,0,2020-01-31,71.17,71.20,Month-to-Month,Two or More Lines,DSL
4081-DYXAV,Female,0,No,No,0,1,1,Credit card (automatic),44.85,893.55,Yes,19.92307692,19.92,TRUE,TRUE,FALSE,TRUE,FALSE,0,2019-01-31,44.86,44.90,1 Year,No Phone Service,DSL
4083-BFNYK,Female,1,Yes,No,2,2,1,Credit card (automatic),95,3591.25,No,37.80263158,37.8,TRUE,FALSE,TRUE,TRUE,TRUE,1,2017-07-31,95.01,95.00,1 Year,Two or More Lines,Fiber Optic
4083-EUGRJ,Male,0,No,No,1,0,0,Mailed check,20.25,178.5,Yes,8.814814815,8.81,FALSE,TRUE,TRUE,FALSE,TRUE,0,2019-12-31,20.26,20.30,Month-to-Month,One Line,No Internet Service
4086-ATNFV,Female,0,Yes,Yes,1,1,1,Mailed check,60.8,2042.05,No,33.58634868,33.59,TRUE,FALSE,TRUE,TRUE,TRUE,3,2017-11-30,60.79,60.80,1 Year,One Line,DSL
4086-WITJG,Male,0,Yes,Yes,1,0,2,Credit card (automatic),19.7,1301.1,No,66.04568528,66.05,FALSE,FALSE,TRUE,FALSE,TRUE,3,2015-02-28,19.70,19.70,2 Year,One Line,No Internet Service
4086-YQSNZ,Female,1,Yes,No,1,2,0,Electronic check,80.4,224.05,Yes,2.786691542,2.79,TRUE,TRUE,TRUE,TRUE,TRUE,1,2020-06-30,80.30,80.30,Month-to-Month,One Line,Fiber Optic
4088-YLDSU,Male,0,Yes,No,2,2,1,Electronic check,104.15,5743.05,Yes,55.14210274,55.14,FALSE,TRUE,TRUE,TRUE,TRUE,1,2016-01-31,104.15,104.20,1 Year,Two or More Lines,Fiber Optic
4090-KPJIP,Female,0,No,No,2,2,0,Electronic check,74.95,212.4,No,2.83388926,2.83,TRUE,FALSE,TRUE,TRUE,TRUE,0,2020-06-30,75.05,75.10,Month-to-Month,Two or More Lines,Fiber Optic
4091-TVOCN,Male,0,No,Yes,2,1,1,Credit card (automatic),78.75,3682.45,No,46.76126984,46.76,FALSE,FALSE,TRUE,TRUE,TRUE,2,2016-10-31,78.75,78.80,1 Year,Two or More Lines,DSL
4092-OFQZS,Male,0,Yes,No,1,0,1,Mailed check,20.65,417.5,No,20.21791768,20.22,FALSE,FALSE,TRUE,FALSE,TRUE,1,2018-12-31,20.65,20.60,1 Year,One Line,No Internet Service
4094-NSEDU,Female,1,No,No,2,2,0,Electronic check,94.25,1973.75,Yes,20.94164456,20.94,TRUE,TRUE,TRUE,TRUE,TRUE,0,2018-12-31,94.26,94.30,Month-to-Month,Two or More Lines,Fiber Optic
4097-YODCF,Male,0,No,Yes,2,2,1,Electronic check,103.8,3470.8,No,33.43737958,33.44,FALSE,FALSE,TRUE,TRUE,TRUE,2,2017-11-30,103.79,103.80,1 Year,Two or More Lines,Fiber Optic
4098-NAUKP,Male,1,Yes,Yes,2,2,0,Electronic check,84.65,5683.6,No,67.14235086,67.14,FALSE,FALSE,TRUE,TRUE,TRUE,3,2015-01-31,84.65,84.70,Month-to-Month,Two or More Lines,Fiber Optic
4102-HLENU,Female,0,Yes,No,2,1,2,Mailed check,65.65,4322.85,No,65.84691546,65.85,TRUE,FALSE,TRUE,TRUE,TRUE,1,2015-03-31,65.65,65.60,2 Year,Two or More Lines,DSL
4102-OQUPX,Male,1,Yes,No,2,2,0,Electronic check,74.4,74.4,Yes,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,1,2020-07-31,74.40,74.40,Month-to-Month,Two or More Lines,Fiber Optic
4104-PVRPS,Male,0,Yes,No,1,1,0,Mailed check,53.6,1315.35,No,24.54011194,24.54,FALSE,FALSE,TRUE,TRUE,TRUE,1,2018-08-31,53.60,53.60,Month-to-Month,One Line,DSL
4106-HADHQ,Male,0,Yes,Yes,1,1,1,Credit card (automatic),80,3182.95,Yes,39.786875,39.79,FALSE,TRUE,TRUE,TRUE,TRUE,3,2017-05-31,79.99,80.00,1 Year,One Line,DSL
4109-CYRBD,Male,1,Yes,No,2,1,0,Electronic check,51.6,1442,No,27.94573643,27.95,FALSE,FALSE,TRUE,TRUE,TRUE,1,2018-05-31,51.59,51.60,Month-to-Month,Two or More Lines,DSL
4110-PFEUZ,Female,0,No,No,1,2,0,Mailed check,69.55,69.55,Yes,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,0,2020-07-31,69.55,69.60,Month-to-Month,One Line,Fiber Optic
4111-BNXIF,Female,0,Yes,Yes,0,1,2,Electronic check,59.55,4103.9,No,68.91519731,68.92,TRUE,FALSE,FALSE,TRUE,FALSE,3,2014-12-31,59.55,59.50,2 Year,No Phone Service,DSL
4112-LUEIZ,Male,0,No,No,1,2,0,Electronic check,89.5,863.1,Yes,9.643575419,9.64,FALSE,TRUE,TRUE,TRUE,TRUE,0,2019-11-30,89.53,89.50,Month-to-Month,One Line,Fiber Optic
4114-QMKVN,Female,0,Yes,Yes,2,1,1,Bank transfer (automatic),68.75,3815.4,No,55.49672727,55.5,TRUE,FALSE,TRUE,TRUE,TRUE,3,2016-01-31,68.75,68.70,1 Year,Two or More Lines,DSL
4115-BNPJY,Male,0,Yes,Yes,1,1,2,Mailed check,75.55,2054.4,No,27.19258769,27.19,FALSE,FALSE,TRUE,TRUE,TRUE,3,2018-05-31,75.56,75.60,2 Year,One Line,DSL
4115-NZRKS,Female,1,No,No,1,2,0,Electronic check,89.15,574.35,No,6.442512619,6.44,TRUE,FALSE,TRUE,TRUE,FALSE,0,2020-02-29,89.18,89.20,Month-to-Month,One Line,Fiber Optic
4115-UMJFQ,Male,0,No,No,0,1,1,Bank transfer (automatic),35.75,2492.25,No,69.71328671,69.71,FALSE,FALSE,FALSE,TRUE,FALSE,0,2014-11-30,35.75,35.80,1 Year,No Phone Service,DSL
4116-IQRFR,Male,0,Yes,Yes,2,0,1,Credit card (automatic),24.1,73.1,No,3.033195021,3.03,FALSE,FALSE,TRUE,FALSE,TRUE,3,2020-05-31,24.13,24.10,1 Year,Two or More Lines,No Internet Service
4116-TZAQJ,Female,0,No,No,1,2,0,Credit card (automatic),74.25,639.65,Yes,8.614814815,8.61,TRUE,TRUE,TRUE,TRUE,TRUE,0,2019-12-31,74.29,74.30,Month-to-Month,One Line,Fiber Optic
4118-CEVPF,Female,1,No,No,2,2,1,Bank transfer (automatic),110.8,3836.3,No,34.62364621,34.62,TRUE,FALSE,TRUE,TRUE,TRUE,0,2017-10-31,110.81,110.80,1 Year,Two or More Lines,Fiber Optic
4119-ZYPZY,Male,1,No,No,2,2,2,Electronic check,106.8,7623.2,No,71.37827715,71.38,FALSE,FALSE,TRUE,TRUE,TRUE,0,2014-09-30,106.80,106.80,2 Year,Two or More Lines,Fiber Optic
4121-AGSIN,Female,0,Yes,Yes,2,0,1,Credit card (automatic),24.5,1497.9,No,61.13877551,61.14,TRUE,FALSE,TRUE,FALSE,TRUE,3,2015-07-31,24.50,24.50,1 Year,Two or More Lines,No Internet Service
4123-DVHPH,Male,0,Yes,No,2,2,0,Electronic check,88.05,801.3,No,9.100511073,9.1,FALSE,FALSE,TRUE,TRUE,TRUE,1,2019-11-30,88.05,88.10,Month-to-Month,Two or More Lines,Fiber Optic
4123-FCVCB,Female,0,No,No,2,1,1,Mailed check,75.85,854.45,No,11.2649967,11.26,TRUE,FALSE,TRUE,TRUE,TRUE,0,2019-09-30,75.88,75.90,1 Year,Two or More Lines,DSL
4124-MMETB,Male,0,No,No,2,2,0,Credit card (automatic),94.65,2104.55,Yes,22.2350766,22.24,FALSE,TRUE,TRUE,TRUE,TRUE,0,2018-10-31,94.63,94.60,Month-to-Month,Two or More Lines,Fiber Optic
4128-ETESU,Female,1,Yes,No,2,2,0,Electronic check,99.7,4747.2,No,47.61484453,47.61,TRUE,FALSE,TRUE,TRUE,TRUE,1,2016-09-30,99.71,99.70,Month-to-Month,Two or More Lines,Fiber Optic
4129-LYCOI,Female,0,No,Yes,2,2,2,Electronic check,104,7039.05,No,67.68317308,67.68,TRUE,FALSE,TRUE,TRUE,TRUE,2,2015-01-31,104.00,104.00,2 Year,Two or More Lines,Fiber Optic
4130-MZLCC,Female,0,No,No,1,1,0,Bank transfer (automatic),50.55,244.75,No,4.841740851,4.84,TRUE,FALSE,TRUE,TRUE,TRUE,0,2020-04-30,50.57,50.60,Month-to-Month,One Line,DSL
4132-KALRO,Female,0,No,No,2,2,0,Mailed check,100.85,399.25,No,3.958849777,3.96,TRUE,FALSE,TRUE,TRUE,FALSE,0,2020-05-31,100.82,100.80,Month-to-Month,Two or More Lines,Fiber Optic
4132-POCZS,Male,0,Yes,No,0,1,0,Electronic check,39.9,2020.9,No,50.64912281,50.65,FALSE,FALSE,FALSE,TRUE,FALSE,1,2016-06-30,39.90,39.90,Month-to-Month,No Phone Service,DSL
4134-BSXLX,Male,0,Yes,No,1,1,0,Mailed check,60.9,1785.65,No,29.32101806,29.32,FALSE,FALSE,TRUE,TRUE,TRUE,1,2018-03-31,60.90,60.90,Month-to-Month,One Line,DSL
4135-FRWKJ,Female,1,Yes,Yes,2,1,1,Electronic check,76.25,4154.55,No,54.48590164,54.49,TRUE,FALSE,TRUE,TRUE,TRUE,3,2016-02-29,76.24,76.20,1 Year,Two or More Lines,DSL
4137-BTIKL,Male,0,No,No,2,2,0,Mailed check,90.75,174.75,No,1.925619835,1.93,FALSE,FALSE,TRUE,TRUE,TRUE,0,2020-07-31,90.54,90.50,Month-to-Month,Two or More Lines,Fiber Optic
4137-JOPHL,Female,0,No,No,1,2,2,Bank transfer (automatic),89.7,4304.5,No,47.9877369,47.99,TRUE,FALSE,TRUE,TRUE,TRUE,0,2016-09-30,89.70,89.70,2 Year,One Line,Fiber Optic
4138-NAXED,Male,0,No,No,2,2,0,Bank transfer (automatic),81,4085.75,No,50.44135802,50.44,FALSE,FALSE,TRUE,TRUE,FALSE,0,2016-06-30,81.00,81.00,Month-to-Month,Two or More Lines,Fiber Optic
4139-DETXS,Female,0,Yes,Yes,0,1,2,Bank transfer (automatic),64.45,4528,No,70.25601241,70.26,TRUE,FALSE,FALSE,TRUE,FALSE,3,2014-10-31,64.45,64.40,2 Year,No Phone Service,DSL
4139-JPIAM,Male,0,No,No,0,1,0,Credit card (automatic),44.45,2181.55,No,49.07874016,49.08,FALSE,FALSE,FALSE,TRUE,FALSE,0,2016-07-31,44.45,44.40,Month-to-Month,No Phone Service,DSL
4139-SUGLD,Male,0,Yes,Yes,0,1,0,Bank transfer (automatic),35.4,1077.5,Yes,30.43785311,30.44,FALSE,TRUE,FALSE,TRUE,FALSE,3,2018-02-28,35.40,35.40,Month-to-Month,No Phone Service,DSL
4140-MUHUG,Female,1,No,No,1,2,0,Electronic check,86.85,220.95,Yes,2.544041451,2.54,TRUE,TRUE,TRUE,TRUE,TRUE,0,2020-06-30,86.99,87.00,Month-to-Month,One Line,Fiber Optic
4140-WJAWW,Female,0,No,No,1,0,0,Credit card (automatic),19.85,108.05,Yes,5.443324937,5.44,TRUE,TRUE,TRUE,FALSE,TRUE,0,2020-03-31,19.86,19.90,Month-to-Month,One Line,No Internet Service
4143-HHPMK,Male,0,No,No,1,2,0,Electronic check,85.35,4338.6,Yes,50.83304042,50.83,FALSE,TRUE,TRUE,TRUE,TRUE,0,2016-06-30,85.36,85.40,Month-to-Month,One Line,Fiber Optic
4143-OOBWZ,Male,0,Yes,No,2,2,0,Electronic check,81.3,416.3,Yes,5.120541205,5.12,FALSE,TRUE,TRUE,TRUE,TRUE,1,2020-03-31,81.31,81.30,Month-to-Month,Two or More Lines,Fiber Optic
4145-UQXUQ,Female,1,No,No,1,2,0,Electronic check,92.1,729.95,Yes,7.925624321,7.93,TRUE,TRUE,TRUE,TRUE,TRUE,0,2020-01-31,92.05,92.00,Month-to-Month,One Line,Fiber Optic
4146-SVFUD,Male,0,No,No,1,1,0,Mailed check,44.6,44.6,No,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,0,2020-07-31,44.60,44.60,Month-to-Month,One Line,DSL
4154-AQUGT,Male,1,Yes,No,1,2,0,Bank transfer (automatic),89.05,1169.35,Yes,13.13138686,13.13,FALSE,TRUE,TRUE,TRUE,TRUE,1,2019-07-31,89.06,89.10,Month-to-Month,One Line,Fiber Optic
4159-NAAIX,Female,0,No,No,2,2,2,Bank transfer (automatic),97.45,6253,No,64.1662391,64.17,TRUE,FALSE,TRUE,TRUE,TRUE,0,2015-04-30,97.44,97.40,2 Year,Two or More Lines,Fiber Optic
4160-AMJTL,Female,1,No,No,1,0,0,Electronic check,19.65,164.3,Yes,8.361323155,8.36,TRUE,TRUE,TRUE,FALSE,TRUE,0,2019-12-31,19.65,19.70,Month-to-Month,One Line,No Internet Service
4163-HFTUK,Male,0,No,No,1,0,1,Electronic check,19.1,1007.8,No,52.76439791,52.76,FALSE,FALSE,TRUE,FALSE,TRUE,0,2016-04-30,19.10,19.10,1 Year,One Line,No Internet Service
4163-KIUHY,Male,0,No,No,2,0,0,Electronic check,25.6,901.25,No,35.20507813,35.21,FALSE,FALSE,TRUE,FALSE,TRUE,0,2017-09-30,25.60,25.60,Month-to-Month,Two or More Lines,No Internet Service
4163-NCJAK,Female,0,Yes,No,2,0,1,Bank transfer (automatic),24.45,1066.15,No,43.60531697,43.61,TRUE,FALSE,TRUE,FALSE,TRUE,1,2017-01-31,24.45,24.40,1 Year,Two or More Lines,No Internet Service
4174-LPGTI,Female,0,Yes,Yes,1,1,1,Bank transfer (automatic),66.5,2728.6,Yes,41.03157895,41.03,TRUE,TRUE,TRUE,TRUE,TRUE,3,2017-03-31,66.50,66.50,1 Year,One Line,DSL
4176-FXYBO,Male,0,Yes,No,2,2,0,Electronic check,109.55,6118.95,No,55.85531721,55.86,FALSE,FALSE,TRUE,TRUE,TRUE,1,2016-01-31,109.54,109.50,Month-to-Month,Two or More Lines,Fiber Optic
4176-RELJR,Male,1,No,No,2,0,2,Credit card (automatic),25.1,1672.15,No,66.61952191,66.62,FALSE,FALSE,TRUE,FALSE,FALSE,0,2015-02-28,25.10,25.10,2 Year,Two or More Lines,No Internet Service
4177-JPDFU,Male,0,No,No,0,1,0,Mailed check,34,442.45,No,13.01323529,13.01,FALSE,FALSE,FALSE,TRUE,FALSE,0,2019-07-31,34.01,34.00,Month-to-Month,No Phone Service,DSL
4178-EGMON,Male,0,Yes,No,2,2,2,Credit card (automatic),88,5986.45,No,68.02784091,68.03,FALSE,FALSE,TRUE,TRUE,TRUE,1,2014-12-31,88.00,88.00,2 Year,Two or More Lines,Fiber Optic
4182-BGSIQ,Female,0,Yes,Yes,1,0,0,Bank transfer (automatic),19.8,196.75,No,9.936868687,9.94,TRUE,FALSE,TRUE,FALSE,TRUE,3,2019-11-30,19.79,19.80,Month-to-Month,One Line,No Internet Service
4183-MYFRB,Female,0,No,No,1,2,0,Electronic check,90.05,1862.9,No,20.68739589,20.69,TRUE,FALSE,TRUE,TRUE,TRUE,0,2018-12-31,90.04,90.00,Month-to-Month,One Line,Fiber Optic
4183-WCSEP,Male,0,No,No,1,2,0,Electronic check,78.45,2435.15,Yes,31.04079031,31.04,FALSE,TRUE,TRUE,TRUE,TRUE,0,2018-01-31,78.45,78.50,Month-to-Month,One Line,Fiber Optic
4184-TJFAN,Female,1,Yes,Yes,1,2,0,Mailed check,88.3,273.75,Yes,3.100226501,3.1,TRUE,TRUE,TRUE,TRUE,TRUE,3,2020-05-31,88.31,88.30,Month-to-Month,One Line,Fiber Optic
4184-VODJZ,Male,0,Yes,Yes,2,2,1,Electronic check,91.35,5764.7,No,63.10563766,63.11,FALSE,FALSE,TRUE,TRUE,TRUE,3,2015-05-31,91.34,91.30,1 Year,Two or More Lines,Fiber Optic
4186-ZBUEW,Female,0,No,No,2,1,1,Mailed check,70.7,2511.95,No,35.52970297,35.53,TRUE,FALSE,TRUE,TRUE,TRUE,0,2017-09-30,70.70,70.70,1 Year,Two or More Lines,DSL
4187-CINZD,Female,1,No,No,1,2,1,Credit card (automatic),95.25,4424.2,Yes,46.44829396,46.45,TRUE,TRUE,TRUE,TRUE,TRUE,0,2016-10-31,95.25,95.20,1 Year,One Line,Fiber Optic
4188-FRABG,Male,0,Yes,No,2,2,0,Electronic check,103.05,5925.75,No,57.50363901,57.5,FALSE,FALSE,TRUE,TRUE,TRUE,1,2015-11-30,103.06,103.10,Month-to-Month,Two or More Lines,Fiber Optic
4188-PCPIG,Female,0,Yes,No,1,1,2,Credit card (automatic),70.35,4124.65,No,58.63041933,58.63,TRUE,FALSE,TRUE,TRUE,TRUE,1,2015-10-31,70.35,70.40,2 Year,One Line,DSL
4189-NAKJS,Male,0,No,No,2,1,1,Credit card (automatic),51.55,1295.4,No,25.12900097,25.13,FALSE,FALSE,TRUE,TRUE,TRUE,0,2018-07-31,51.55,51.50,1 Year,Two or More Lines,DSL
4190-MFLUW,Female,0,Yes,Yes,1,1,0,Credit card (automatic),55.2,528.35,Yes,9.571557971,9.57,TRUE,TRUE,TRUE,TRUE,TRUE,3,2019-11-30,55.21,55.20,Month-to-Month,One Line,DSL
4191-XOVOM,Male,0,No,No,2,2,0,Electronic check,105.4,6713.2,No,63.69259962,63.69,FALSE,FALSE,TRUE,TRUE,TRUE,0,2015-05-31,105.40,105.40,Month-to-Month,Two or More Lines,Fiber Optic
4192-GORJT,Male,0,Yes,No,1,2,0,Electronic check,94.45,498.1,Yes,5.273689783,5.27,FALSE,TRUE,TRUE,TRUE,TRUE,1,2020-03-31,94.52,94.50,Month-to-Month,One Line,Fiber Optic
4193-IBKSW,Male,0,Yes,Yes,2,0,2,Bank transfer (automatic),24.75,1769.6,No,71.4989899,71.5,FALSE,FALSE,TRUE,FALSE,TRUE,3,2014-09-30,24.75,24.70,2 Year,Two or More Lines,No Internet Service
4193-ORFCL,Female,1,No,No,1,1,0,Mailed check,45.1,45.1,Yes,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,2020-07-31,45.10,45.10,Month-to-Month,One Line,DSL
4194-FJARJ,Female,0,Yes,Yes,2,1,2,Bank transfer (automatic),60,3273.95,No,54.56583333,54.57,TRUE,FALSE,TRUE,TRUE,TRUE,3,2016-02-29,60.00,60.00,2 Year,Two or More Lines,DSL
4194-WHFCB,Female,0,Yes,Yes,2,2,0,Bank transfer (automatic),96.65,5580.8,No,57.74236937,57.74,TRUE,FALSE,TRUE,TRUE,FALSE,3,2015-11-30,96.65,96.70,Month-to-Month,Two or More Lines,Fiber Optic
4195-NZGTA,Female,0,No,No,0,1,0,Electronic check,25.25,25.25,No,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,0,2020-07-31,25.25,25.30,Month-to-Month,No Phone Service,DSL
4195-PNGZS,Male,0,Yes,Yes,2,0,2,Bank transfer (automatic),24.45,1718.2,No,70.27402863,70.27,FALSE,FALSE,TRUE,FALSE,TRUE,3,2014-10-31,24.45,24.50,2 Year,Two or More Lines,No Internet Service
4195-SMMNX,Male,0,No,No,1,0,0,Mailed check,20.35,33.2,Yes,1.631449631,1.63,FALSE,TRUE,TRUE,FALSE,FALSE,0,2020-07-31,20.37,20.40,Month-to-Month,One Line,No Internet Service
4198-VFOEA,Female,0,No,No,0,1,1,Mailed check,33.6,435.45,No,12.95982143,12.96,TRUE,FALSE,FALSE,TRUE,FALSE,0,2019-08-31,33.60,33.60,1 Year,No Phone Service,DSL
4199-QHJNM,Male,1,Yes,No,2,2,2,Bank transfer (automatic),102.9,6989.7,No,67.9271137,67.93,FALSE,FALSE,TRUE,TRUE,TRUE,1,2015-01-31,102.90,102.90,2 Year,Two or More Lines,Fiber Optic
4201-JMNGR,Female,1,No,No,1,1,0,Electronic check,55.8,55.8,Yes,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,2020-07-31,55.80,55.80,Month-to-Month,One Line,DSL
4203-QGNZA,Female,0,No,Yes,1,0,0,Mailed check,20.25,535.35,No,26.43703704,26.44,TRUE,FALSE,TRUE,FALSE,TRUE,2,2018-06-30,20.25,20.20,Month-to-Month,One Line,No Internet Service
4208-UFFGW,Male,1,No,No,1,1,0,Mailed check,44.95,85.15,Yes,1.89432703,1.89,FALSE,TRUE,TRUE,TRUE,TRUE,0,2020-07-31,45.05,45.10,Month-to-Month,One Line,DSL
4210-QFJMF,Female,0,No,No,1,2,0,Electronic check,79.15,317.25,Yes,4.008212255,4.01,TRUE,TRUE,TRUE,TRUE,TRUE,0,2020-04-30,79.11,79.10,Month-to-Month,One Line,Fiber Optic
4211-MMAZN,Male,0,No,No,1,0,0,Mailed check,20.25,20.25,Yes,1,1,FALSE,TRUE,TRUE,FALSE,TRUE,0,2020-07-31,20.25,20.30,Month-to-Month,One Line,No Internet Service
4213-HKBJO,Female,0,No,No,2,0,2,Credit card (automatic),25.7,826.1,No,32.14396887,32.14,TRUE,FALSE,TRUE,FALSE,TRUE,0,2017-12-31,25.70,25.70,2 Year,Two or More Lines,No Internet Service
4220-TINQT,Female,0,Yes,No,2,2,0,Electronic check,106.35,6751.35,No,63.48236953,63.48,TRUE,FALSE,TRUE,TRUE,TRUE,1,2015-05-31,106.35,106.40,Month-to-Month,Two or More Lines,Fiber Optic
4223-BKEOR,Female,0,No,Yes,1,1,1,Mailed check,64.85,1336.8,No,20.61372398,20.61,TRUE,FALSE,TRUE,TRUE,TRUE,2,2018-12-31,64.86,64.90,1 Year,One Line,DSL
4223-WOZCM,Male,1,No,No,1,1,0,Mailed check,49.95,107.1,No,2.144144144,2.14,FALSE,FALSE,TRUE,TRUE,TRUE,0,2020-06-30,50.05,50.00,Month-to-Month,One Line,DSL
4226-KKDON,Male,0,No,No,1,1,0,Electronic check,66.65,520.95,No,7.816204051,7.82,FALSE,FALSE,TRUE,TRUE,TRUE,0,2020-01-31,66.62,66.60,Month-to-Month,One Line,DSL
4227-OJHAL,Female,0,Yes,Yes,2,1,1,Credit card (automatic),73,5163,No,70.7260274,70.73,TRUE,FALSE,TRUE,TRUE,TRUE,3,2014-10-31,73.00,73.00,1 Year,Two or More Lines,DSL
4228-ZGYUW,Male,0,No,No,2,2,0,Electronic check,90.05,368.1,Yes,4.087729039,4.09,FALSE,TRUE,TRUE,TRUE,TRUE,0,2020-04-30,90.00,90.00,Month-to-Month,Two or More Lines,Fiber Optic
4229-CZMLL,Male,0,No,No,2,2,0,Electronic check,74.9,469.8,Yes,6.272363151,6.27,FALSE,TRUE,TRUE,TRUE,TRUE,0,2020-02-29,74.93,74.90,Month-to-Month,Two or More Lines,Fiber Optic
4231-LZUYM,Female,0,Yes,No,2,0,2,Bank transfer (automatic),25.65,1887,No,73.56725146,73.57,TRUE,FALSE,TRUE,FALSE,TRUE,1,2014-07-31,25.65,25.60,2 Year,Two or More Lines,No Internet Service
4232-JGKIY,Male,0,No,No,1,0,0,Electronic check,19.2,19.2,No,1,1,FALSE,FALSE,TRUE,FALSE,TRUE,0,2020-07-31,19.20,19.20,Month-to-Month,One Line,No Internet Service
4234-XTNEA,Male,0,No,No,1,2,0,Electronic check,79.95,174.45,No,2.181988743,2.18,FALSE,FALSE,TRUE,TRUE,FALSE,0,2020-06-30,80.02,80.00,Month-to-Month,One Line,Fiber Optic
4236-UJPWO,Female,0,No,No,0,1,0,Electronic check,24.5,46.4,No,1.893877551,1.89,TRUE,FALSE,FALSE,TRUE,FALSE,0,2020-07-31,24.55,24.60,Month-to-Month,No Phone Service,DSL
4236-XPXAV,Female,0,Yes,Yes,1,2,0,Mailed check,99.15,465.05,Yes,4.690368129,4.69,TRUE,TRUE,TRUE,TRUE,TRUE,3,2020-04-30,99.16,99.20,Month-to-Month,One Line,Fiber Optic
4237-CLSMM,Male,0,Yes,No,1,0,0,Mailed check,20,38,No,1.9,1.9,FALSE,FALSE,TRUE,FALSE,TRUE,1,2020-07-31,20.00,20.00,Month-to-Month,One Line,No Internet Service
4237-RLAQD,Male,0,No,No,1,1,0,Mailed check,45.85,45.85,Yes,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,2020-07-31,45.85,45.90,Month-to-Month,One Line,DSL
4238-HFHSN,Male,1,Yes,No,2,2,0,Electronic check,82.15,4904.85,No,59.70602556,59.71,FALSE,FALSE,TRUE,TRUE,TRUE,1,2015-09-30,82.14,82.10,Month-to-Month,Two or More Lines,Fiber Optic
